GeneId	Symbol	#transcripts regulated	total #transcripts for gene	mean log2(fold change) of reg. trans.	min fold change of reg. trans.	max fold change of reg. trans.	fc stddev	min p_value	mean NE(treat.reg.)	stddev NE(treat.reg.)	mean NE(ctrl.reg.)	stddev NE(ctrl.reg.)	mean RPKM(treat.reg.)	stddev RPKM(treat.reg.)	mean RPKM(ctrl.reg.)	stddev RPKM(ctrl.reg.)
100503378	Gm15638	1	5	2.429	2.429	2.429	0.000	1.00e+00	0.00042	0.000	0.00008	0.000	0.03721	0.000	0.00724	0.000
75199	Rhox2a	3	3	2.429	2.429	2.429	0.000	1.00e+00	0.00125	0.000	0.00030	0.000	0.13936	0.001	0.02712	0.000
72529	2610510C17Rik	1	1	2.429	2.429	2.429	0.000	1.00e+00	0.00217	0.000	0.00042	0.000	0.19360	0.000	0.03767	0.000
71424	5430430B14Rik	1	1	2.429	2.429	2.429	0.000	1.00e+00	0.00075	0.000	0.00015	0.000	0.06722	0.000	0.01308	0.000
208228	Mob3a	1	8	2.429	2.429	2.429	0.000	1.00e+00	0.00184	0.000	0.00032	0.000	0.35120	0.000	0.06833	0.000
73797	4930405N21Rik	1	1	2.429	2.429	2.429	0.000	1.00e+00	0.00098	0.000	0.00019	0.000	0.08745	0.000	0.01701	0.000
104367	Snora65	1	1	2.429	2.429	2.429	0.000	1.00e+00	0.01039	0.000	0.00202	0.000	0.92860	0.000	0.18067	0.000
399575	D930021H04Rik	1	1	2.429	2.429	2.429	0.000	1.00e+00	0.00068	0.000	0.00013	0.000	0.06098	0.000	0.01186	0.000
100043755	Gm10132	3	3	2.429	2.429	2.429	0.000	1.00e+00	0.00244	0.000	0.00047	0.000	0.21778	0.011	0.04237	0.002
380653	Gm872	2	2	2.429	2.429	2.429	0.000	1.00e+00	0.00112	0.000	0.00011	0.000	0.09966	0.000	0.01939	0.000
19369	Raet1b	1	1	2.429	2.429	2.429	0.000	1.00e+00	0.00100	0.000	0.00019	0.000	0.08909	0.000	0.01733	0.000
67082	1700011H14Rik	7	8	2.429	2.429	2.429	0.000	1.00e+00	0.00104	0.000	0.00012	0.000	0.11803	0.025	0.01083	0.009
18014	Neurog1	2	2	2.429	2.429	2.429	0.000	1.00e+00	0.00073	0.000	0.00014	0.000	0.06579	0.000	0.01280	0.000
12557	Cdh17	8	9	2.418	1.107	3.277	1.022	1.00e+00	0.00047	0.000	0.00008	0.000	0.04181	0.019	0.00720	0.002
241113	Prkag3	7	7	2.418	1.692	2.914	0.379	1.00e+00	0.00109	0.000	0.00023	0.000	0.15967	0.034	0.02638	0.014
20739	Spna1	8	8	2.403	0.000	2.914	0.986	1.00e+00	0.00016	0.000	0.00003	0.000	0.02544	0.014	0.00307	0.002
21378	Tbrg3	3	4	2.399	2.107	2.692	0.292	1.00e+00	0.00017	0.000	0.00002	0.000	0.01634	0.005	0.00169	0.001
54426	Hgfac	10	10	2.392	0.692	2.692	0.640	1.00e+00	0.00066	0.000	0.00018	0.000	0.07172	0.023	0.01631	0.012
11634	Aire	19	19	2.383	1.844	3.107	0.490	1.00e+00	0.00078	0.000	0.00009	0.000	0.10408	0.029	0.00836	0.015
100502834	Gm15972	4	4	2.380	2.380	2.380	0.000	1.00e+00	0.00461	0.001	0.00019	0.000	0.49874	0.145	0.01707	0.030
24087	Tll2	6	6	2.348	2.107	2.429	0.139	1.00e+00	0.00021	0.000	0.00006	0.000	0.03501	0.006	0.00516	0.004
17771	Mtl5	11	11	2.336	0.807	3.429	0.823	1.00e+00	0.00181	0.001	0.00055	0.000	0.21412	0.102	0.05306	0.039
76560	Prss8	6	6	2.326	1.692	3.277	0.776	1.00e+00	0.00068	0.000	0.00012	0.000	0.06116	0.032	0.01029	0.005
641385	2810430I11Rik	2	2	2.303	1.692	2.914	0.611	1.00e+00	0.00051	0.000	0.00012	0.000	0.04538	0.000	0.01056	0.004
20210	Saa3	3	3	2.299	2.158	2.370	0.100	1.00e+00	0.01345	0.001	0.00270	0.000	1.94375	0.053	0.41397	0.018
192136	5033411D12Rik	4	4	2.298	1.692	2.643	0.361	1.00e+00	0.00214	0.001	0.00065	0.000	0.34700	0.146	0.06829	0.023
20856	Stc2	9	9	2.297	1.737	3.692	0.518	7.79e-08	0.04595	0.022	0.01008	0.005	4.37905	2.025	1.01988	0.497
19213	Ptf1a	3	3	2.277	2.277	2.277	0.000	1.00e+00	0.00145	0.000	0.00032	0.000	0.13019	0.001	0.02814	0.000
257666	Olfr772	2	2	2.277	2.277	2.277	0.000	1.00e+00	0.00203	0.000	0.00048	0.000	0.19645	0.000	0.04247	0.000
544791	Myh13	6	6	2.277	2.277	2.277	0.000	1.00e+00	0.00057	0.000	0.00004	0.000	0.05113	0.036	0.00633	0.003
237107	Gnl3l	2	11	2.277	2.277	2.277	0.000	1.00e+00	0.00086	0.000	0.00019	0.000	0.07669	0.000	0.01658	0.000
100038736	Gm10209	1	1	2.277	2.277	2.277	0.000	1.00e+00	0.00275	0.000	0.00059	0.000	0.24547	0.000	0.05307	0.000
78843	B230207M22Rik	1	1	2.277	2.277	2.277	0.000	1.00e+00	0.00253	0.000	0.00055	0.000	0.22619	0.000	0.04890	0.000
74649	Cpa5	6	6	2.274	1.107	2.566	0.584	1.00e+00	0.00097	0.000	0.00027	0.000	0.11647	0.007	0.02385	0.018
399548	Scn4b	2	2	2.268	2.107	2.429	0.161	1.00e+00	0.00024	0.000	0.00006	0.000	0.02142	0.001	0.00467	0.000
70624	5730507A11Rik	2	3	2.268	1.429	3.107	0.839	1.00e+00	0.00139	0.000	0.00034	0.000	0.12435	0.010	0.03038	0.014
433111	F630040K05Rik	3	3	2.245	2.207	2.320	0.053	9.84e-08	0.08484	0.005	0.01969	0.001	8.46665	0.465	1.86880	0.032
71775	1300017J02Rik	7	9	2.245	1.692	2.429	0.319	1.00e+00	0.00067	0.000	0.00007	0.000	0.06936	0.038	0.00621	0.006
271639	Adcy10	11	13	2.232	0.000	2.692	0.710	1.00e+00	0.00014	0.000	0.00005	0.000	0.02068	0.008	0.00394	0.001
399633	A630014C17Rik	4	4	2.222	2.222	2.222	0.000	1.00e+00	0.00107	0.000	0.00024	0.000	0.09541	0.000	0.02142	0.000
74531	9030405F24Rik	1	1	2.222	2.222	2.222	0.000	1.00e+00	0.00154	0.000	0.00035	0.000	0.13736	0.000	0.03084	0.000
670832	Gm14059	3	3	2.214	2.107	2.429	0.152	1.00e+00	0.00247	0.000	0.00056	0.000	0.22025	0.001	0.04998	0.005
21943	Tnfsf11	7	7	2.209	1.107	2.429	0.493	1.00e+00	0.00061	0.000	0.00015	0.000	0.05459	0.017	0.01357	0.014
78570	9630014C11Rik	1	1	2.194	2.194	2.194	0.000	1.00e+00	0.00461	0.000	0.00105	0.000	0.41166	0.000	0.09423	0.000
548103	LOC548103	1	1	2.194	2.194	2.194	0.000	1.00e+00	0.00088	0.000	0.00015	0.000	0.08977	0.000	0.02055	0.000
407790	Ndufa4l2	4	4	2.186	2.186	2.187	0.000	2.54e-15	0.95742	0.020	0.21980	0.005	104.98183	2.221	24.16216	0.515
23795	Agr2	5	5	2.181	1.777	3.222	0.526	1.00e+00	0.00756	0.002	0.00194	0.001	1.05999	0.223	0.27379	0.107
67652	Spaca1	9	9	2.143	1.107	3.277	0.717	1.00e+00	0.00122	0.000	0.00050	0.000	0.18504	0.042	0.04463	0.013
213603	Slc44a3	4	4	2.132	0.000	2.914	1.232	1.00e+00	0.00073	0.000	0.00006	0.000	0.07559	0.046	0.01110	0.007
21925	Tnnc2	6	6	2.131	0.107	2.692	0.949	1.00e+00	0.00301	0.001	0.00074	0.000	0.30672	0.108	0.06589	0.012
78902	4833447P13Rik	3	3	2.120	1.914	2.222	0.145	1.00e+00	0.00154	0.000	0.00037	0.000	0.13722	0.017	0.03300	0.003
140477	Dmbx1	6	6	2.115	2.107	2.158	0.019	1.00e+00	0.00311	0.000	0.00077	0.000	0.28450	0.034	0.06881	0.008
77815	A930024O17Rik	1	1	2.107	2.107	2.107	0.000	6.82e-01	0.03404	0.000	0.00828	0.000	3.04148	0.000	0.73970	0.000
100041194	Ahnak2	1	10	2.107	2.107	2.107	0.000	1.00e+00	0.00029	0.000	0.00007	0.000	0.02596	0.000	0.00631	0.000
107868	Usp9y	2	2	2.107	2.107	2.107	0.000	1.00e+00	0.00012	0.000	0.00003	0.000	0.02166	0.000	0.00527	0.000
328019	4933400C05Rik	3	3	2.107	2.107	2.107	0.000	1.00e+00	0.00088	0.000	0.00021	0.000	0.07883	0.000	0.01917	0.000
100043364	Gm4392	1	2	2.107	2.107	2.107	0.000	1.00e+00	0.00025	0.000	0.00003	0.000	0.02971	0.000	0.00722	0.000
18707	Pik3cd	1	32	2.107	2.107	2.107	0.000	1.00e+00	0.00255	0.000	0.00019	0.000	0.26807	0.000	0.06520	0.000
613255	AV226208	1	1	2.107	2.107	2.107	0.000	1.00e+00	0.00028	0.000	0.00007	0.000	0.02543	0.000	0.00618	0.000
68781	1110055C04Rik	1	1	2.107	2.107	2.107	0.000	1.00e+00	0.00105	0.000	0.00026	0.000	0.09385	0.000	0.02283	0.000
108803	4933402P03Rik	4	4	2.107	2.107	2.107	0.000	1.00e+00	0.00062	0.000	0.00015	0.000	0.05564	0.003	0.01353	0.001
69739	2410004I01Rik	2	2	2.107	2.107	2.107	0.000	1.00e+00	0.00258	0.000	0.00051	0.000	0.27697	0.001	0.06736	0.000
100503725	Gm17508	3	3	2.107	2.107	2.107	0.000	1.00e+00	0.00144	0.000	0.00035	0.000	0.12872	0.000	0.03131	0.000
320899	A430110C17Rik	2	2	2.107	2.107	2.107	0.000	1.00e+00	0.00026	0.000	0.00003	0.000	0.02337	0.003	0.00245	0.002
626150	Gm12271	2	2	2.107	2.107	2.107	0.000	1.00e+00	0.00229	0.000	0.00058	0.000	0.21174	0.000	0.05150	0.000
74448	Arl13a	3	3	2.107	2.107	2.107	0.000	1.00e+00	0.00144	0.000	0.00041	0.000	0.15108	0.000	0.03675	0.000
54630	Prickle3	1	9	2.107	2.107	2.107	0.000	1.00e+00	0.00168	0.000	0.00048	0.000	0.17532	0.000	0.04264	0.000
11842	Arf3	1	9	2.107	2.107	2.107	0.000	1.00e+00	0.00138	0.000	0.00034	0.000	0.12312	0.000	0.02994	0.000
75833	4930532I03Rik	1	1	2.107	2.107	2.107	0.000	1.00e+00	0.00057	0.000	0.00014	0.000	0.05085	0.000	0.01237	0.000
100861893	LOC100861893	2	2	2.107	2.107	2.107	0.000	1.00e+00	0.01501	0.000	0.00365	0.000	1.34111	0.000	0.32616	0.000
544707	Gm5779	1	1	2.107	2.107	2.107	0.000	1.00e+00	0.00108	0.000	0.00026	0.000	0.09665	0.000	0.02351	0.000
80838	Hist1h1a	2	2	2.107	2.107	2.107	0.000	1.00e+00	0.00131	0.000	0.00032	0.000	0.11735	0.000	0.02854	0.000
57355	BC051019	4	4	2.107	2.107	2.107	0.000	1.00e+00	0.00055	0.000	0.00005	0.000	0.04944	0.004	0.01202	0.001
668548	Gm9234	3	3	2.107	2.107	2.107	0.000	1.00e+00	0.00135	0.000	0.00033	0.000	0.12103	0.003	0.02944	0.001
330222	Sdk1	1	15	2.107	2.107	2.107	0.000	1.00e+00	0.00254	0.000	0.00062	0.000	0.22651	0.000	0.05509	0.000
241769	Kcnk15	3	3	2.107	2.107	2.107	0.000	1.00e+00	0.00032	0.000	0.00004	0.000	0.02838	0.012	0.00370	0.005
100043876	Gm4705	2	2	2.107	2.107	2.107	0.000	1.00e+00	0.00277	0.000	0.00067	0.000	0.24763	0.000	0.06022	0.000
69304	1700001A13Rik	1	1	2.107	2.107	2.107	0.000	1.00e+00	0.00095	0.000	0.00023	0.000	0.08519	0.000	0.02072	0.000
320377	9330175E14Rik	1	4	2.107	2.107	2.107	0.000	1.00e+00	0.00082	0.000	0.00020	0.000	0.07293	0.000	0.01774	0.000
12398	Cbfa2t3	1	12	2.107	2.107	2.107	0.000	1.00e+00	0.00129	0.000	0.00044	0.000	0.16324	0.000	0.03970	0.000
75098	4930515G13Rik	2	2	2.107	2.107	2.107	0.000	1.00e+00	0.00087	0.000	0.00009	0.000	0.07762	0.010	0.00822	0.008
654493	8030494B02Rik	1	1	2.107	2.107	2.107	0.000	1.00e+00	0.00023	0.000	0.00006	0.000	0.02048	0.000	0.00498	0.000
18159	Nppc	4	4	2.107	2.107	2.107	0.000	1.00e+00	0.00071	0.000	0.00023	0.000	0.08431	0.000	0.02051	0.000
329950	Gm831	1	1	2.107	2.107	2.107	0.000	1.00e+00	0.00011	0.000	0.00005	0.000	0.01941	0.000	0.00472	0.000
381483	Gm5149	1	1	2.107	2.107	2.107	0.000	1.00e+00	0.00078	0.000	0.00019	0.000	0.07013	0.000	0.01706	0.000
399617	A130019P10Rik	1	1	2.107	2.107	2.107	0.000	1.00e+00	0.00067	0.000	0.00016	0.000	0.05959	0.000	0.01449	0.000
76949	2810404I24Rik	1	1	2.107	2.107	2.107	0.000	1.00e+00	0.00102	0.000	0.00025	0.000	0.09098	0.000	0.02213	0.000
100038604	3426406K10Rik	1	1	2.107	2.107	2.107	0.000	1.00e+00	0.00032	0.000	0.00008	0.000	0.02890	0.000	0.00703	0.000
432989	D930007P13Rik	2	2	2.107	2.107	2.107	0.000	1.00e+00	0.00074	0.000	0.00018	0.000	0.06621	0.000	0.01610	0.000
78176	4930471C04Rik	3	3	2.107	2.107	2.107	0.000	1.00e+00	0.00113	0.000	0.00028	0.000	0.10134	0.000	0.02465	0.000
72943	2900018E21Rik	1	1	2.107	2.107	2.107	0.000	1.00e+00	0.00064	0.000	0.00016	0.000	0.05733	0.000	0.01394	0.000
319954	E230015J15Rik	5	5	2.107	2.107	2.107	0.000	1.00e+00	0.00028	0.000	0.00003	0.000	0.02495	0.007	0.00418	0.002
442836	A530053M12Rik	1	1	2.107	2.107	2.107	0.000	1.00e+00	0.00067	0.000	0.00016	0.000	0.05975	0.000	0.01453	0.000
71375	Foxn3	1	13	2.107	2.107	2.107	0.000	1.00e+00	0.00048	0.000	0.00006	0.000	0.06046	0.000	0.01470	0.000
16533	Kcnmb1	1	5	2.107	2.107	2.107	0.000	1.00e+00	0.00039	0.000	0.00009	0.000	0.03465	0.000	0.00843	0.000
75404	Arhgap36	1	6	2.107	2.107	2.107	0.000	1.00e+00	0.00773	0.000	0.00188	0.000	0.69024	0.000	0.16787	0.000
66696	Snx31	1	7	2.107	2.107	2.107	0.000	1.00e+00	0.00170	0.000	0.00041	0.000	0.15219	0.000	0.03701	0.000
